DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,SOL_NORMALIZED_PRICE,SOL_DAILY_RETURN,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2023-10-18 00:00:00.000,80.095954589,85.416590001,88.735626806,123.004502099,-0.007473508563,92.164437238,0.0004223982541,80.247368092,-0.005513987495
2023-10-17 00:00:00.000,80.308351136,85.5168707,88.778103159,123.930699241,0.04453792804,92.125523578,0.01824815338,80.692304449,0.0003563617838
2023-10-16 00:00:00.000,81.304516527,86.786673658,89.966148241,118.646432949,0.05131733263,90.474530469,0.03655967244,80.663559039,0.01496315007
2023-10-15 00:00:00.000,81.018775303,85.529515518,88.468236967,112.855014625,-0.0036615881,87.283475206,0.00124616193,79.474372083,0.002236778438
2023-10-14 00:00:00.000,81.459124789,85.492863896,88.423899835,113.269761837,0.02724542367,87.174841238,0.002722911153,79.297002258,0.004210878282
2023-10-13 00:00:00.000,82.241171646,85.255868906,88.230112178,110.265530736,0.001483350287,86.938116471,0.001909053679,78.964492392,-0.001012862819
2023-10-12 00:00:00.000,82.905441517,84.953991247,87.752995414,110.10221059,-0.03189517253,86.772463181,-0.009710100231,79.044553682,-0.01023136417
2023-10-11 00:00:00.000,84.024779173,85.776044398,88.719863051,113.729636984,-0.0009438704864,87.623294149,-0.0173512882,79.861647278,-0.008835750183
2023-10-10 00:00:00.000,82.712118858,86.019816806,88.809343259,113.837084448,-0.02571206158,89.170517498,-0.007180423755,80.57357526,-0.01563820586
2023-10-09 00:00:00.000,84.893869588,86.441397758,89.206055752,116.841315549,-0.03306042656,89.815430347,-0.008636644967,81.853619005,-0.01785285428
2023-10-08 00:00:00.000,86.253959323,88.263364657,90.950759697,120.83621227,-0.00387958275,90.597892177,-0.001087531378,83.341502708,-0.004799477641
2023-10-07 00:00:00.000,87.665182349,88.61908017,91.022269739,121.306832164,0.01092419212,90.696527496,0.01074978994,83.743427415,0.00411585253
2023-10-06 00:00:00.000,88.548625521,88.909816762,91.365655269,119.9959731,0.00587245925,89.731928118,0.000551420737,83.400164637,-0.0003493972706
